ID;pokemon;cerco;scambio
001;Bulbasaur;;
002;Ivysaur;;
003;Venusaur;;
004;Charmander;;
005;Charmeleon;;
006;Charizard;;
007;Squirtle;;
008;Wartortle;;
009;Blastoise;;
010;Caterpie;;
011;Metapod;;
012;Butterfree;;
013;Weedle;;
014;Kakuna;;
015;Beedrill;;
016;Pidgey;;
017;Pidgeotto;;
018;Pidgeot;;
019;Rattata;;
020;Raticate;;
021;Spearow;;
022;Fearow;;
023;Ekans;;
024;Arbok;;
025;Pikachu;;
026;Raichu;;
027;Sandshrew;;
028;Sandslash;;
029;Nidoran F;;
030;Nidorina;;
031;Nidoqueen;;
032;Nidoran M;;
033;Nidorino;;
034;Nidoking;;
035;Clefairy;;
036;Clefable;;
037;Vulpix;;
038;Ninetales;;
039;Jigglypuff;;
040;Wigglytuff;;
041;Zubat;;
042;Golbat;;
043;Oddish;;
044;Gloom;;
045;Vileplume;;
046;Paras;;
047;Parasect;;
048;Venonat;;
049;Venomoth;;
050;Diglett;;
051;Dugtrio;;
052;Meowth;;
053;Persian;;
054;Psyduck;;
055;Golduck;;
056;Mankey;;
057;Primeape;;
058;Growlithe;;
059;Arcanine;;
060;Poliwag;;
061;Poliwhirl;;
062;Poliwrath;;
063;Abra;;
064;Kadabra;;
065;Alakazam;;
066;Machop;;
067;Machoke;;
068;Machamp;;
069;Bellsprout;;
070;Weepinbell;;
071;Victreebel;;
072;Tentacool;;
073;Tentacruel;;
074;Geodude;;
075;Graveler;;
076;Golem;;
077;Ponyta;;
078;Rapidash;;
079;Slowpoke;;
080;Slowbro;;
081;Magnemite;;
082;Magneton;;
083;Farfetch'd;;
084;Doduo;;
085;Dodrio;;
086;Seel;;
087;Dewgong;;
088;Grimer;;
089;Muk;;
090;Shellder;;
091;Cloyster;;
092;Gastly;;
093;Haunter;;
094;Gengar;;
095;Onix;;
096;Drowzee;;
097;Hypno;;
098;Krabby;;
099;Kingler;;
100;Voltorb;;
101;Electrode;;
102;Exeggcute;;
103;Exeggutor;;
104;Cubone;;
105;Marowak;;
106;Hitmonlee;;
107;Hitmonchan;;
108;Lickitung;;
109;Koffing;;
110;Weezing;;
111;Rhyhorn;;
112;Rhydon;;
113;Chansey;;
114;Tangela;;
115;Kangaskhan;;
116;Horsea;;
117;Seadra;;
118;Goldeen;;
119;Seaking;;
120;Staryu;;
121;Starmie;;
122;Mr. Mime;;
123;Scyther;;
124;Jynx;;
125;Electabuzz;;
126;Magmar;;
127;Pinsir;;
128;Tauros;;
129;Magikarp;;
130;Gyarados;;
131;Lapras;;
132;Ditto;;
133;Eevee;;
134;Vaporeon;;
135;Jolteon;;
136;Flareon;;
137;Porygon;;
138;Omanyte;;
139;Omastar;;
140;Kabuto;;
141;Kabutops;;
142;Aerodactyl;;
143;Snorlax;;
144;Articuno;;
145;Zapdos;;
146;Moltres;;
147;Dratini;;
148;Dragonair;;
149;Dragonite;;
150;Mewtwo;;
151;Mew;;
152;Chikorita;;
153;Bayleef;;
154;Meganium;;
155;Cyndaquil;;
156;Quilava;;
157;Typhlosion;;
158;Totodile;;
159;Croconaw;;
160;Feraligatr;;
161;Sentret;;
162;Furret;;
163;Hoothoot;;
164;Noctowl;;
165;Ledyba;;
166;Ledian;;
167;Spinarak;;
168;Ariados;;
169;Crobat;;
170;Chinchou;;
171;Lanturn;;
172;Pichu;;
173;Cleffa;;
174;Igglybuff;;
175;Togepi;;
176;Togetic;;
177;Natu;;
178;Xatu;;
179;Mareep;;
180;Flaaffy;;
181;Ampharos;;
182;Bellossom;;
183;Marill;;
184;Azumarill;;
185;Sudowoodo;;
186;Politoed;;
187;Hoppip;;
188;Skiploom;;
189;Jumpluff;;
190;Aipom;;
191;Sunkern;;
192;Sunflora;;
193;Yanma;;
194;Wooper;;
195;Quagsire;;
196;Espeon;;
197;Umbreon;;
198;Murkrow;;
199;Slowking;;
200;Misdreavus;;
201;Unown;;
202;Wobbuffet;;
203;Girafarig;;
204;Pineco;;
205;Forretress;;
206;Dunsparce;;
207;Gligar;;
208;Steelix;;
209;Snubbull;;
210;Granbull;;
211;Qwilfish;;
212;Scizor;;
213;Shuckle;;
214;Heracross;;
215;Sneasel;;
216;Teddiursa;;
217;Ursaring;;
218;Slugma;;
219;Magcargo;;
220;Swinub;;
221;Piloswine;;
222;Corsola;;
223;Remoraid;;
224;Octillery;;
225;Delibird;;
226;Mantine;;
227;Skarmory;;
228;Houndour;;
229;Houndoom;;
230;Kingdra;;
231;Phanpy;;
232;Donphan;;
233;Porygon2;;
234;Stantler;;
235;Smeargle;;
236;Tyrogue;;
237;Hitmontop;;
238;Smoochum;;
239;Elekid;;
240;Magby;;
241;Miltank;;
242;Blissey;;
243;Raikou;;
244;Entei;;
245;Suicune;;
246;Larvitar;;
247;Pupitar;;
248;Tyranitar;;
249;Lugia;;
250;Ho-oh;;
251;Celebi;;
252;Treecko;;
253;Grovyle;;
254;Sceptile;;
255;Torchic;;
256;Combusken;;
257;Blaziken;;
258;Mudkip;;
259;Marshtomp;;
260;Swampert;;
261;Poochyena;;
262;Mightyena;;
263;Zigzagoon;;
264;Linoone;;
265;Wurmple;;
266;Silcoon;;
267;Beautifly;;
268;Cascoon;;
269;Dustox;;
270;Lotad;;
271;Lombre;;
272;Ludicolo;;
273;Seedot;;
274;Nuzleaf;;
275;Shiftry;;
276;Taillow;;
277;Swellow;;
278;Wingull;;
279;Pelipper;;
280;Ralts;;
281;Kirlia;;
282;Gardevoir;;
283;Surskit;;
284;Masquerain;;
285;Shroomish;;
286;Breloom;;
287;Slakoth;;
288;Vigoroth;;
289;Slaking;;
290;Nincada;;
291;Ninjask;;
292;Shedinja;;
293;Whismur;;
294;Loudred;;
295;Exploud;;
296;Makuhita;;
297;Hariyama;;
298;Azurill;;
299;Nosepass;;
300;Skitty;;
301;Delcatty;;
302;Sableye;;
303;Mawile;;
304;Aron;;
305;Lairon;;
306;Aggron;;
307;Meditite;;
308;Medicham;;
309;Electrike;;
310;Manectric;;
311;Plusle;;
312;Minun;;
313;Volbeat;;
314;Illumise;;
315;Roselia;;
316;Gulpin;;
317;Swalot;;
318;Carvanha;;
319;Sharpedo;;
320;Wailmer;;
321;Wailord;;
322;Numel;;
323;Camerupt;;
324;Torkoal;;
325;Spoink;;
326;Grumpig;;
327;Spinda;;
328;Trapinch;;
329;Vibrava;;
330;Flygon;;
331;Cacnea;;
332;Cacturne;;
333;Swablu;;
334;Altaria;;
335;Zangoose;;
336;Seviper;;
337;Lunatone;;
338;Solrock;;
339;Barboach;;
340;Whiscash;;
341;Corphish;;
342;Crawdaunt;;
343;Baltoy;;
344;Claydol;;
345;Lileep;;
346;Cradily;;
347;Anorith;;
348;Armaldo;;
349;Feebas;;
350;Milotic;;
351;Castform;;
352;Kecleon;;
353;Shuppet;;
354;Banette;;
355;Duskull;;
356;Dusclops;;
357;Tropius;;
358;Chimecho;;
359;Absol;;
360;Wynaut;;
361;Snorunt;;
362;Glalie;;
363;Spheal;;
364;Sealeo;;
365;Walrein;;
366;Clamperl;;
367;Huntail;;
368;Gorebyss;;
369;Relicanth;;
370;Luvdisc;;
371;Bagon;;
372;Shelgon;;
373;Salamence;;
374;Beldum;;
375;Metang;;
376;Metagross;;
377;Regirock;;
378;Regice;;
379;Registeel;;
380;Latias;;
381;Latios;;
382;Kyogre;;
383;Groudon;;
384;Rayquaza;;
385;Jirachi;;
386;Deoxys-A;;
386;Deoxys-D;;
386;Deoxys-N;;
386;Deoxys-S;;
387;Turtwig;;
388;Grotle;;
389;Torterra;;
390;Chimchar;;
391;Monferno;;
392;Infernape;;
393;Piplup;;
394;Prinplup;;
395;Empoleon;;
396;Starly;;
397;Staravia;;
398;Staraptor;;
399;Bidoof;;
400;Bibarel;;
401;Kricketot;;
402;Kricketune;;
403;Shinx;;
404;Luxio;;
405;Luxray;;
406;Budew;;
407;Roserade;;
408;Cranidos;;
409;Rampardos;;
410;Shieldon;;
411;Bastiodon;;
412;Burmy;;
413;Wormadam;;
413;Wormadam-G;;
413;Wormadam-S;;
414;Mothim;;
415;Combee;;
416;Vespiquen;;
417;Pachirisu;;
418;Buizel;;
419;Floatzel;;
420;Cherubi;;
421;Cherrim;;
422;Shellos;;
423;Gastrodon;;
424;Ambipom;;
425;Drifloon;;
426;Drifblim;;
427;Buneary;;
428;Lopunny;;
429;Mismagius;;
430;Honchkrow;;
431;Glameow;;
432;Purugly;;
433;Chingling;;
434;Stunky;;
435;Skuntank;;
436;Bronzor;;
437;Bronzong;;
438;Bonsly;;
439;Mime Jr.;;
440;Happiny;;
441;Chatot;;
442;Spiritomb;;
443;Gible;;
444;Gabite;;
445;Garchomp;;
446;Munchlax;;
447;Riolu;;
448;Lucario;;
449;Hippopotas;;
450;Hippowdon;;
451;Skorupi;;
452;Drapion;;
453;Croagunk;;
454;Toxicroak;;
455;Carnivine;;
456;Finneon;;
457;Lumineon;;
458;Mantyke;;
459;Snover;;
460;Abomasnow;;
461;Weavile;;
462;Magnezone;;
463;Lickilicky;;
464;Rhyperior;;
465;Tangrowth;;
466;Electivire;;
467;Magmortar;;
468;Togekiss;;
469;Yanmega;;
470;Leafeon;;
471;Glaceon;;
472;Gliscor;;
473;Mamoswine;;
474;Porygon-Z;;
475;Gallade;;
476;Probopass;;
477;Dusknoir;;
478;Froslass;;
479;Rotom;;
479;Rotom-C;;
479;Rotom-F;;
479;Rotom-H;;
479;Rotom-S;;
479;Rotom-W;;
480;Uxie;;
481;Mesprit;;
482;Azelf;;
483;Dialga;;
484;Palkia;;
485;Heatran;;
486;Regigigas;;
487;Giratina;;
487;Giratina-O;;
488;Cresselia;;
489;Phione;;
490;Manaphy;;
491;Darkrai;;
492;Shaymin;;
492;Shaymin-S;;
493;Arceus;;
493;Arceus-Bug;;
493;Arceus-Dark;;
493;Arceus-Dragon;;
493;Arceus-Electric;;
493;Arceus-Fighting;;
493;Arceus-Fire;;
493;Arceus-Flying;;
493;Arceus-Ghost;;
493;Arceus-Grass;;
493;Arceus-Ground;;
493;Arceus-Ice;;
493;Arceus-Poison;;
493;Arceus-Psychic;;
493;Arceus-Rock;;
493;Arceus-Steel;;
493;Arceus-Water;;
1001;Bulbasaur shiny;;
1002;Ivysaur shiny;;
1003;Venusaur shiny;;
1004;Charmander shiny;;
1005;Charmeleon shiny;;
1006;Charizard shiny;;
1007;Squirtle shiny;;
1008;Wartortle shiny;;
1009;Blastoise shiny;;
1010;Caterpie shiny;;
1011;Metapod shiny;;
1012;Butterfree shiny;;
1013;Weedle shiny;;
1014;Kakuna shiny;;
1015;Beedrill shiny;;
1016;Pidgey shiny;;
1017;Pidgeotto shiny;;
1018;Pidgeot shiny;;
1019;Rattata shiny;;
1020;Raticate shiny;;
1021;Spearow shiny;;
1022;Fearow shiny;;
1023;Ekans shiny;;
1024;Arbok shiny;;
1025;Pikachu shiny;;
1026;Raichu shiny;;
1027;Sandshrew shiny;;
1028;Sandslash shiny;;
1029;Nidoran F shiny;;
1030;Nidorina shiny;;
1031;Nidoqueen shiny;;
1032;Nidoran M shiny;;
1033;Nidorino shiny;;
1034;Nidoking shiny;;
1035;Clefairy shiny;;
1036;Clefable shiny;;
1037;Vulpix shiny;;
1038;Ninetales shiny;;
1039;Jigglypuff shiny;;
1040;Wigglytuff shiny;;
1041;Zubat shiny;;
1042;Golbat shiny;;
1043;Oddish shiny;;
1044;Gloom shiny;;
1045;Vileplume shiny;;
1046;Paras shiny;;
1047;Parasect shiny;;
1048;Venonat shiny;;
1049;Venomoth shiny;;
1050;Diglett shiny;;
1051;Dugtrio shiny;;
1052;Meowth shiny;;
1053;Persian shiny;;
1054;Psyduck shiny;;
1055;Golduck shiny;;
1056;Mankey shiny;;
1057;Primeape shiny;;
1058;Growlithe shiny;;
1059;Arcanine shiny;;
1060;Poliwag shiny;;
1061;Poliwhirl shiny;;
1062;Poliwrath shiny;;
1063;Abra shiny;;
1064;Kadabra shiny;;
1065;Alakazam shiny;;
1066;Machop shiny;;
1067;Machoke shiny;;
1068;Machamp shiny;;
1069;Bellsprout shiny;;
1070;Weepinbell shiny;;
1071;Victreebel shiny;;
1072;Tentacool shiny;;
1073;Tentacruel shiny;;
1074;Geodude shiny;;
1075;Graveler shiny;;
1076;Golem shiny;;
1077;Ponyta shiny;;
1078;Rapidash shiny;;
1079;Slowpoke shiny;;
1080;Slowbro shiny;;
1081;Magnemite shiny;;
1082;Magneton shiny;;
1083;Farfetch'd shiny;;
1084;Doduo shiny;;
1085;Dodrio shiny;;
1086;Seel shiny;;
1087;Dewgong shiny;;
1088;Grimer shiny;;
1089;Muk shiny;;
1090;Shellder shiny;;
1091;Cloyster shiny;;
1092;Gastly shiny;;
1093;Haunter shiny;;
1094;Gengar shiny;;
1095;Onix shiny;;
1096;Drowzee shiny;;
1097;Hypno shiny;;
1098;Krabby shiny;;
1099;Kingler shiny;;
1100;Voltorb shiny;;
1101;Electrode shiny;;
1102;Exeggcute shiny;;
1103;Exeggutor shiny;;
1104;Cubone shiny;;
1105;Marowak shiny;;
1106;Hitmonlee shiny;;
1107;Hitmonchan shiny;;
1108;Lickitung shiny;;
1109;Koffing shiny;;
1110;Weezing shiny;;
1111;Rhyhorn shiny;;
1112;Rhydon shiny;;
1113;Chansey shiny;;
1114;Tangela shiny;;
1115;Kangaskhan shiny;;
1116;Horsea shiny;;
1117;Seadra shiny;;
1118;Goldeen shiny;;
1119;Seaking shiny;;
1120;Staryu shiny;;
1121;Starmie shiny;;
1122;Mr. Mime shiny;;
1123;Scyther shiny;;
1124;Jynx shiny;;
1125;Electabuzz shiny;;
1126;Magmar shiny;;
1127;Pinsir shiny;;
1128;Tauros shiny;;
1129;Magikarp shiny;;
1130;Gyarados shiny;;
1131;Lapras shiny;;
1132;Ditto shiny;;
1133;Eevee shiny;;
1134;Vaporeon shiny;;
1135;Jolteon shiny;;
1136;Flareon shiny;;
1137;Porygon shiny;;
1138;Omanyte shiny;;
1139;Omastar shiny;;
1140;Kabuto shiny;;
1141;Kabutops shiny;;
1142;Aerodactyl shiny;;
1143;Snorlax shiny;;
1144;Articuno shiny;;
1145;Zapdos shiny;;
1146;Moltres shiny;;
1147;Dratini shiny;;
1148;Dragonair shiny;;
1149;Dragonite shiny;;
1150;Mewtwo shiny;;
1151;Mew shiny;;
1152;Chikorita shiny;;
1153;Bayleef shiny;;
1154;Meganium shiny;;
1155;Cyndaquil shiny;;
1156;Quilava shiny;;
1157;Typhlosion shiny;;
1158;Totodile shiny;;
1159;Croconaw shiny;;
1160;Feraligatr shiny;;
1161;Sentret shiny;;
1162;Furret shiny;;
1163;Hoothoot shiny;;
1164;Noctowl shiny;;
1165;Ledyba shiny;;
1166;Ledian shiny;;
1167;Spinarak shiny;;
1168;Ariados shiny;;
1169;Crobat shiny;;
1170;Chinchou shiny;;
1171;Lanturn shiny;;
1172;Pichu shiny;;
1173;Cleffa shiny;;
1174;Igglybuff shiny;;
1175;Togepi shiny;;
1176;Togetic shiny;;
1177;Natu shiny;;
1178;Xatu shiny;;
1179;Mareep shiny;;
1180;Flaaffy shiny;;
1181;Ampharos shiny;;
1182;Bellossom shiny;;
1183;Marill shiny;;
1184;Azumarill shiny;;
1185;Sudowoodo shiny;;
1186;Politoed shiny;;
1187;Hoppip shiny;;
1188;Skiploom shiny;;
1189;Jumpluff shiny;;
1190;Aipom shiny;;
1191;Sunkern shiny;;
1192;Sunflora shiny;;
1193;Yanma shiny;;
1194;Wooper shiny;;
1195;Quagsire shiny;;
1196;Espeon shiny;;
1197;Umbreon shiny;;
1198;Murkrow shiny;;
1199;Slowking shiny;;
1200;Misdreavus shiny;;
1201;Unown shiny;;
1202;Wobbuffet shiny;;
1203;Girafarig shiny;;
1204;Pineco shiny;;
1205;Forretress shiny;;
1206;Dunsparce shiny;;
1207;Gligar shiny;;
1208;Steelix shiny;;
1209;Snubbull shiny;;
1210;Granbull shiny;;
1211;Qwilfish shiny;;
1212;Scizor shiny;;
1213;Shuckle shiny;;
1214;Heracross shiny;;
1215;Sneasel shiny;;
1216;Teddiursa shiny;;
1217;Ursaring shiny;;
1218;Slugma shiny;;
1219;Magcargo shiny;;
1220;Swinub shiny;;
1221;Piloswine shiny;;
1222;Corsola shiny;;
1223;Remoraid shiny;;
1224;Octillery shiny;;
1225;Delibird shiny;;
1226;Mantine shiny;;
1227;Skarmory shiny;;
1228;Houndour shiny;;
1229;Houndoom shiny;;
1230;Kingdra shiny;;
1231;Phanpy shiny;;
1232;Donphan shiny;;
1233;Porygon2 shiny;;
1234;Stantler shiny;;
1235;Smeargle shiny;;
1236;Tyrogue shiny;;
1237;Hitmontop shiny;;
1238;Smoochum shiny;;
1239;Elekid shiny;;
1240;Magby shiny;;
1241;Miltank shiny;;
1242;Blissey shiny;;
1243;Raikou shiny;;
1244;Entei shiny;;
1245;Suicune shiny;;
1246;Larvitar shiny;;
1247;Pupitar shiny;;
1248;Tyranitar shiny;;
1249;Lugia shiny;;
1250;Ho-oh shiny;;
1251;Celebi shiny;;
1252;Treecko shiny;;
1253;Grovyle shiny;;
1254;Sceptile shiny;;
1255;Torchic shiny;;
1256;Combusken shiny;;
1257;Blaziken shiny;;
1258;Mudkip shiny;;
1259;Marshtomp shiny;;
1260;Swampert shiny;;
1261;Poochyena shiny;;
1262;Mightyena shiny;;
1263;Zigzagoon shiny;;
1264;Linoone shiny;;
1265;Wurmple shiny;;
1266;Silcoon shiny;;
1267;Beautifly shiny;;
1268;Cascoon shiny;;
1269;Dustox shiny;;
1270;Lotad shiny;;
1271;Lombre shiny;;
1272;Ludicolo shiny;;
1273;Seedot shiny;;
1274;Nuzleaf shiny;;
1275;Shiftry shiny;;
1276;Taillow shiny;;
1277;Swellow shiny;;
1278;Wingull shiny;;
1279;Pelipper shiny;;
1280;Ralts shiny;;
1281;Kirlia shiny;;
1282;Gardevoir shiny;;
1283;Surskit shiny;;
1284;Masquerain shiny;;
1285;Shroomish shiny;;
1286;Breloom shiny;;
1287;Slakoth shiny;;
1288;Vigoroth shiny;;
1289;Slaking shiny;;
1290;Nincada shiny;;
1291;Ninjask shiny;;
1292;Shedinja shiny;;
1293;Whismur shiny;;
1294;Loudred shiny;;
1295;Exploud shiny;;
1296;Makuhita shiny;;
1297;Hariyama shiny;;
1298;Azurill shiny;;
1299;Nosepass shiny;;
1300;Skitty shiny;;
1301;Delcatty shiny;;
1302;Sableye shiny;;
1303;Mawile shiny;;
1304;Aron shiny;;
1305;Lairon shiny;;
1306;Aggron shiny;;
1307;Meditite shiny;;
1308;Medicham shiny;;
1309;Electrike shiny;;
1310;Manectric shiny;;
1311;Plusle shiny;;
1312;Minun shiny;;
1313;Volbeat shiny;;
1314;Illumise shiny;;
1315;Roselia shiny;;
1316;Gulpin shiny;;
1317;Swalot shiny;;
1318;Carvanha shiny;;
1319;Sharpedo shiny;;
1320;Wailmer shiny;;
1321;Wailord shiny;;
1322;Numel shiny;;
1323;Camerupt shiny;;
1324;Torkoal shiny;;
1325;Spoink shiny;;
1326;Grumpig shiny;;
1327;Spinda shiny;;
1328;Trapinch shiny;;
1329;Vibrava shiny;;
1330;Flygon shiny;;
1331;Cacnea shiny;;
1332;Cacturne shiny;;
1333;Swablu shiny;;
1334;Altaria shiny;;
1335;Zangoose shiny;;
1336;Seviper shiny;;
1337;Lunatone shiny;;
1338;Solrock shiny;;
1339;Barboach shiny;;
1340;Whiscash shiny;;
1341;Corphish shiny;;
1342;Crawdaunt shiny;;
1343;Baltoy shiny;;
1344;Claydol shiny;;
1345;Lileep shiny;;
1346;Cradily shiny;;
1347;Anorith shiny;;
1348;Armaldo shiny;;
1349;Feebas shiny;;
1350;Milotic shiny;;
1351;Castform shiny;;
1352;Kecleon shiny;;
1353;Shuppet shiny;;
1354;Banette shiny;;
1355;Duskull shiny;;
1356;Dusclops shiny;;
1357;Tropius shiny;;
1358;Chimecho shiny;;
1359;Absol shiny;;
1360;Wynaut shiny;;
1361;Snorunt shiny;;
1362;Glalie shiny;;
1363;Spheal shiny;;
1364;Sealeo shiny;;
1365;Walrein shiny;;
1366;Clamperl shiny;;
1367;Huntail shiny;;
1368;Gorebyss shiny;;
1369;Relicanth shiny;;
1370;Luvdisc shiny;;
1371;Bagon shiny;;
1372;Shelgon shiny;;
1373;Salamence shiny;;
1374;Beldum shiny;;
1375;Metang shiny;;
1376;Metagross shiny;;
1377;Regirock shiny;;
1378;Regice shiny;;
1379;Registeel shiny;;
1380;Latias shiny;;
1381;Latios shiny;;
1382;Kyogre shiny;;
1383;Groudon shiny;;
1384;Rayquaza shiny;;
1385;Jirachi shiny;;
1386;Deoxys-A shiny;;
1386;Deoxys-D shiny;;
1386;Deoxys-N shiny;;
1386;Deoxys-S shiny;;
1387;Turtwig shiny;;
1388;Grotle shiny;;
1389;Torterra shiny;;
1390;Chimchar shiny;;
1391;Monferno shiny;;
1392;Infernape shiny;;
1393;Piplup shiny;;
1394;Prinplup shiny;;
1395;Empoleon shiny;;
1396;Starly shiny;;
1397;Staravia shiny;;
1398;Staraptor shiny;;
1399;Bidoof shiny;;
1400;Bibarel shiny;;
1401;Kricketot shiny;;
1402;Kricketune shiny;;
1403;Shinx shiny;;
1404;Luxio shiny;;
1405;Luxray shiny;;
1406;Budew shiny;;
1407;Roserade shiny;;
1408;Cranidos shiny;;
1409;Rampardos shiny;;
1410;Shieldon shiny;;
1411;Bastiodon shiny;;
1412;Burmy shiny;;
1413;Wormadam shiny;;
1413;Wormadam-G shiny;;
1413;Wormadam-S shiny;;
1414;Mothim shiny;;
1415;Combee shiny;;
1416;Vespiquen shiny;;
1417;Pachirisu shiny;;
1418;Buizel shiny;;
1419;Floatzel shiny;;
1420;Cherubi shiny;;
1421;Cherrim shiny;;
1422;Shellos shiny;;
1423;Gastrodon shiny;;
1424;Ambipom shiny;;
1425;Drifloon shiny;;
1426;Drifblim shiny;;
1427;Buneary shiny;;
1428;Lopunny shiny;;
1429;Mismagius shiny;;
1430;Honchkrow shiny;;
1431;Glameow shiny;;
1432;Purugly shiny;;
1433;Chingling shiny;;
1434;Stunky shiny;;
1435;Skuntank shiny;;
1436;Bronzor shiny;;
1437;Bronzong shiny;;
1438;Bonsly shiny;;
1439;Mime Jr. shiny;;
1440;Happiny shiny;;
1441;Chatot shiny;;
1442;Spiritomb shiny;;
1443;Gible shiny;;
1444;Gabite shiny;;
1445;Garchomp shiny;;
1446;Munchlax shiny;;
1447;Riolu shiny;;
1448;Lucario shiny;;
1449;Hippopotas shiny;;
1450;Hippowdon shiny;;
1451;Skorupi shiny;;
1452;Drapion shiny;;
1453;Croagunk shiny;;
1454;Toxicroak shiny;;
1455;Carnivine shiny;;
1456;Finneon shiny;;
1457;Lumineon shiny;;
1458;Mantyke shiny;;
1459;Snover shiny;;
1460;Abomasnow shiny;;
1461;Weavile shiny;;
1462;Magnezone shiny;;
1463;Lickilicky shiny;;
1464;Rhyperior shiny;;
1465;Tangrowth shiny;;
1466;Electivire shiny;;
1467;Magmortar shiny;;
1468;Togekiss shiny;;
1469;Yanmega shiny;;
1470;Leafeon shiny;;
1471;Glaceon shiny;;
1472;Gliscor shiny;;
1473;Mamoswine shiny;;
1474;Porygon-Z shiny;;
1475;Gallade shiny;;
1476;Probopass shiny;;
1477;Dusknoir shiny;;
1478;Froslass shiny;;
1479;Rotom shiny;;
1479;Rotom-C shiny;;
1479;Rotom-F shiny;;
1479;Rotom-H shiny;;
1479;Rotom-S shiny;;
1479;Rotom-W shiny;;
1480;Uxie shiny;;
1481;Mesprit shiny;;
1482;Azelf shiny;;
1483;Dialga shiny;;
1484;Palkia shiny;;
1485;Heatran shiny;;
1486;Regigigas shiny;;
1487;Giratina shiny;;
1487;Giratina-O shiny;;
1488;Cresselia shiny;;
1489;Phione shiny;;
1490;Manaphy shiny;;
1491;Darkrai shiny;;
1492;Shaymin shiny;;
1492;Shaymin-S shiny;;
1493;Arceus shiny;;
1493;Arceus-Bug shiny;;
1493;Arceus-Dark shiny;;
1493;Arceus-Dragon shiny;;
1493;Arceus-Electric shiny;;
1493;Arceus-Fighting shiny;;
1493;Arceus-Fire shiny;;
1493;Arceus-Flying shiny;;
1493;Arceus-Ghost shiny;;
1493;Arceus-Grass shiny;;
1493;Arceus-Ground shiny;;
1493;Arceus-Ice shiny;;
1493;Arceus-Poison shiny;;
1493;Arceus-Psychic shiny;;
1493;Arceus-Rock shiny;;
1493;Arceus-Steel shiny;;
1493;Arceus-Water shiny;;
2019;Rattata Alola;;
2020;Raticate Alola;;
2026;Raichu Alola;;
2027;Sandshrew Alola;;
2028;Sandslash Alola;;
2037;Vulpix Alola;;
2038;Ninetales Alola;;
2050;Diglett Alola;;
2051;Dugtrio Alola;;
2052;Meowth Alola;;
2053;Persian Alola;;
2074;Geodude Alola;;
2075;Graveler Alola;;
2076;Golem Alola;;
2088;Grimer Alola;;
2089;Muka Alola;;
2103;Exeggutor Alola;;
2105;Marowak Alola;;
2201;Unown A;;
2202;Unown B;;
2203;Unown C;;
2204;Unown D;;
2205;Unown E;;
2206;Unown F;;
2207;Unown G;;
2208;Unown H;;
2209;Unown I;;
2210;Unown J;;
2211;Unown K;;
2212;Unown L;;
2213;Unown M;;
2214;Unown N;;
2215;Unown O;;
2216;Unown P;;
2217;Unown Q;;
2218;Unown R;;
2219;Unown S;;
2220;Unown T;;
2221;Unown U;;
2222;Unown V;;
2223;Unown  W;;
2224;Unown X;;
2225;Unown Y;;
2226;Unown Z;;
2227;Unown !;;
2228;Unown ?;;
2351;Castform normale;;
2352;Castform sole;;
2353;Castform pioggia;;
2354;Castform neve;;
3019;Rattata Alola shiny;;
3020;Raticate Alola shiny;;
3026;Raichu Alola shiny;;
3027;Sandshrew Alola shiny;;
3028;Sandslash Alola shiny;;
3037;Vulpix Alola shiny;;
3038;Ninetales Alola shiny;;
3050;Diglett Alola shiny;;
3051;Dugtrio Alola shiny;;
3052;Meowth Alola shiny;;
3053;Persian Alola shiny;;
3074;Geodude Alola shiny;;
3075;Graveler Alola shiny;;
3076;Golem Alola shiny;;
3088;Grimer Alola shiny;;
3089;Muka Alola shiny;;
3103;Exeggutor Alola shiny;;
3105;Marowak Alola shiny;;
3201;Unown A shiny;;
3202;Unown B shiny;;
3203;Unown C shiny;;
3204;Unown D shiny;;
3205;Unown E shiny;;
3206;Unown F shiny;;
3207;Unown G shiny;;
3208;Unown H shiny;;
3209;Unown I shiny;;
3210;Unown J shiny;;
3211;Unown K shiny;;
3212;Unown L shiny;;
3213;Unown M shiny;;
3214;Unown N shiny;;
3215;Unown O shiny;;
3216;Unown P shiny;;
3217;Unown Q shiny;;
3218;Unown R shiny;;
3219;Unown S shiny;;
3220;Unown T shiny;;
3221;Unown U shiny;;
3222;Unown V shiny;;
3223;Unown  W shiny;;
3224;Unown X shiny;;
3225;Unown Y shiny;;
3226;Unown Z shiny;;
3227;Unown ! shiny;;
3228;Unown ? shiny;;
3351;Castform normale shiny;;
3352;Castform sole shiny;;
3353;Castform pioggia shiny;;
3354;Castform neve shiny;;
4025;Pikachu Natale;;
4026;Pikachu Carnevale;;
4027;Pikachu Ash;;
4028;Pikachu Halloween;;
4029;Raichu Natale;;
4030;Raichu Carnevale;;
4031;Raichu Ash;;
4032;Raichu Halloween;;
4172;Pichu Natale;;
4173;Pichu Carnevale;;
4174;Pichu Ash;;
4175;Pichu Halloween;;
5025;Pikachu Natale shiny;;
5026;Pikachu Carnevale shiny;;
5027;Pikachu Ash shiny;;
5028;Pikachu Halloween shiny;;
5029;Raichu Natale shiny;;
5030;Raichu Carnevale shiny;;
5031;Raichu Ash shiny;;
5032;Raichu Halloween shiny;;
5172;Pichu Natale shiny;;
5173;Pichu Carnevale shiny;;
5174;Pichu Ash shiny;;
5175;Pichu Halloween shiny;;
